sname,date,location,town,province,country,seen,heard,ringed,dead,photo,male,female,adult,immature,breeding,eggs,nonbreeding,nest,chicks,comments
Guttera edouardi,2003.03.29,St Lucia,Mtunzini,Natal,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Haliaeetus vocifer,2003.03.29,St Lucia,Mtunzini,Natal,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Hirundo rustica,2003.03.29,Tradewinds Inn,Mtunzini,Natal,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Laniarius ferrugineus,2003.03.29,Raphia Palm Monument,Mtunzini,Natal,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Lophaetus occipitalis,2003.03.29,N2,Mtunzini,Natal,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Lybius torquatus,2003.03.29,Tradewinds Inn,Mtunzini,Natal,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Platysteira peltata,2003.03.29,Raphia Palm Monument,Mtunzini,Natal,SOUTH AFRICA,true,false,false,false,false,false,true,true,false,false,false,false,false,false,
Pycnonotus tricolor,2003.03.29,Ongoye Forest,Mtunzini,Natal,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Streptopelia semitorquata,2003.03.29,Tradewinds Inn,Mtunzini,Natal,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Terpsiphone viridis,2003.03.29,Ongoye Forest,Mtunzini,Natal,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,false,false,false,false,false,
Acridotheres tristis,2003.03.30,Tradewinds Inn,Mtunzini,Natal,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Alcedo cristata,2003.03.30,Ongoye Forest,Mtunzini,Natal,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,Drawn out by sound
Bostrychia hagedash,2003.03.30,St Lucia,Mtunzini,Natal,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Bycanistes bucinator,2003.03.30,Tradewinds Inn,Mtunzini,Natal,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,Lifer:
Chlorocichla flaviventris,2003.03.30,Ongoye Forest,Mtunzini,Natal,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Cossypha natalensis,2003.03.30,Raphia Palm Monument,Mtunzini,Natal,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Cyanomitra veroxii,2003.03.30,St Lucia,Mtunzini,Natal,SOUTH AFRICA,true,true,false,false,false,false,false,false,true,false,false,false,false,false,Lifer:
Gallirex porphyreolophus,2003.03.30,Ongoye Forest,Mtunzini,Natal,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Halcyon albiventris,2003.03.30,Lagoon,Mtunzini,Natal,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Hedydipna collaris,2003.03.30,Ongoye Forest,Mtunzini,Natal,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Lamprotornis corruscus,2003.03.30,Ongoye Forest,Mtunzini,Natal,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,Lifer:
Larus dominicanus,2003.03.30,St Lucia,Mtunzini,Natal,SOUTH AFRICA,true,false,false,false,false,false,false,true,true,false,false,false,false,false,
Mandingoa nitidula,2003.03.30,Ongoye Forest,Mtunzini,Natal,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,false,false,false,false,false,Lifer:
Motacilla clara,2003.03.30,Ongoye Forest,Mtunzini,Natal,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Lifer:
Ploceus bicolor,2003.03.30,Ongoye Forest,Mtunzini,Natal,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,Lifer:
Scopus umbretta,2003.03.30,St Lucia,Mtunzini,Natal,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Stactolaema leucotis,2003.03.30,Tradewinds Inn,Mtunzini,Natal,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Bycanistes bucinator,2003.03.31,Tradewinds Inn,Mtunzini,Natal,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Ceryle rudis,2003.03.31,Lagoon,Mtunzini,Natal,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,false,false,false,false,false,
Columba guinea,2003.03.31,Beach,Durban,Natal,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Columba livia,2003.03.31,Beach,Durban,Natal,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Spreo bicolor,2003.03.31,N3,Harrismith,Freestate,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Corvus albus,2003.04.20,Garden Oudekraal,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Cossypha caffra,2003.04.20,Garden Oudekraal,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,Two of them
Ploceus velatus,2003.04.20,Garden Oudekraal,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,true,false,false,false,false,false,false,false,
Pycnonotus tricolor,2003.04.20,Garden Oudekraal,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Serinus atrogularis,2003.04.20,Garden Oudekraal,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Sigelus silens,2003.04.20,Garden Oudekraal,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,true,false,false,false,false,
Streptopelia senegalensis,2003.04.20,Garden Oudekraal,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Upupa africana,2003.04.20,Garden Oudekraal,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Vanellus armatus,2003.04.20,Garden Oudekraal,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Zosterops capensis,2003.04.20,Garden Oudekraal,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Afrotis afraoides,2003.04.28,Grantie's Veld,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,true,false,true,false,false,false,false,false,false,
Amadina erythrocephala,2003.05.03,Garden Oudekraal,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,true,true,false,false,false,false,false,false,
Lybius torquatus,2003.05.03,Garden Oudekraal,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Alopochen aegyptiaca,2003.05.09,Garden Oudekraal,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Ardea melanocephala,2003.05.09,Van der Walt's Farm,Alldays,Limpopo,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Bostrychia hagedash,2003.05.09,Van der Walt's Farm,Alldays,Limpopo,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Cercotrichas paena,2003.05.09,Van der Walt's Farm,Alldays,Limpopo,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Coracias caudatus,2003.05.09,Van der Walt's Farm,Alldays,Limpopo,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Coracias naevius,2003.05.09,Van der Walt's Farm,Alldays,Limpopo,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Corythaixoides concolor,2003.05.09,Van der Walt's Farm,Alldays,Limpopo,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Merops pusillus,2003.05.09,Van der Walt's Farm,Alldays,Limpopo,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Numida meleagris,2003.05.09,Van der Walt's Farm,Alldays,Limpopo,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,very elusive
Prinia flavicans,2003.05.09,Van der Walt's Farm,Alldays,Limpopo,SOUTH AFRICA,true,true,false,false,false,true,false,true,false,false,true,false,false,false,
Rhinopomastus cyanomelas,2003.05.09,Van der Walt's Farm,Alldays,Limpopo,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Lifer:
Streptopelia capicola,2003.05.09,Van der Walt's Farm,Alldays,Limpopo,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Streptopelia semitorquata,2003.05.09,Van der Walt's Farm,Alldays,Limpopo,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Tockus leucomelas,2003.05.09,Van der Walt's Farm,Alldays,Limpopo,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Turdoides bicolor,2003.05.09,Van der Walt's Farm,Alldays,Limpopo,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Lifer:
Uraeginthus angolensis,2003.05.09,Van der Walt's Farm,Alldays,Limpopo,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,false,false,false,false,false,
Vanellus armatus,2003.05.09,Van der Walt's Farm,Alldays,Limpopo,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Cercomela familiaris,2003.05.10,Van der Walt's Farm,Alldays,Limpopo,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Laniarius atrococcineus,2003.05.10,Van der Walt's Farm,Alldays,Limpopo,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Melierax canorus,2003.05.10,Van der Walt's Farm,Alldays,Limpopo,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Polemaetus bellicosus,2003.05.10,Van der Walt's Farm,Alldays,Limpopo,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,on top of a baobab tree
Rhinopomastus cyanomelas,2003.05.10,Van der Walt's Farm,Alldays,Limpopo,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Sylvietta rufescens,2003.05.10,Van der Walt's Farm,Alldays,Limpopo,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Tockus leucomelas,2003.05.10,Van der Walt's Farm,Alldays,Limpopo,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Urocolius indicus,2003.05.10,Van der Walt's Farm,Alldays,Limpopo,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Ardea melanocephala,2003.05.24,Garden Oudekraal,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,flying above house
Prinia flavicans,2003.05.24,Garden Oudekraal,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,true,false,false,false,
Prinia flavicans,2003.06.01,Garden Oudekraal,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,false,true,false,false,false,
Scleroptila levaillantoides,2003.06.08,Garden Oudekraal,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,Lifer: Sitting on top of termite hill -  Backyard veld. I got confused  with the Crested Francolin.
Columba arquatrix,2003.06.13,IDC,Sandton,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,true,false,true,false,false,Very small nest for such a large bird
Upupa africana,2003.06.15,Garden Oudekraal,Midrand,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Columba arquatrix,2003.06.21,IDC,Sandton,Gauteng,SOUTH AFRICA,false,false,false,false,false,false,false,false,false,false,false,true,false,true,
Vanellus senegallus,2003.06.21,Garden Oudekraal,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Streptopelia semitorquata,2003.06.22,Garden Oudekraal,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Acridotheres tristis,2003.07.06,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Alopochen aegyptiaca,2003.07.06,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Aquila verreauxii,2003.07.06,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,true,true,false,false,false,false,false,false,
Bostrychia hagedash,2003.07.06,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Corvus albus,2003.07.06,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Cossypha caffra,2003.07.06,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Halcyon albiventris,2003.07.06,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Lanius collaris,2003.07.06,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,true,true,false,false,false,false,false,false,
Onychognathus morio,2003.07.06,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,A whole flock
Prinia flavicans,2003.07.06,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Pycnonotus tricolor,2003.07.06,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Streptopelia senegalensis,2003.07.06,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Vanellus armatus,2003.07.06,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Vanellus coronatus,2003.07.06,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Pternistis swainsonii,2003.07.24,Backyard Veld,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Alopochen aegyptiaca,2003.07.28,Tom's Place,Bloemfontein,Freestate,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Ardea cinerea,2003.07.28,Tom's Place,Bloemfontein,Freestate,SOUTH AFRICA,true,false,false,false,false,false,false,false,false,false,false,false,false,false,
Bostrychia hagedash,2003.07.28,Tom's Place,Bloemfontein,Freestate,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Calandrella cinerea,2003.07.28,Tom's Place,Bloemfontein,Freestate,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Sub species: Niveni
Charadrius pecuarius,2003.07.28,Tom's Place,Bloemfontein,Freestate,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Lanius collaris,2003.07.28,Tom's Place,Bloemfontein,Freestate,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Larus cirrocephalus,2003.07.28,Tom's Place,Bloemfontein,Freestate,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Motacilla capensis,2003.07.28,Tom's Place,Bloemfontein,Freestate,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Passer melanurus,2003.07.28,Tom's Place,Bloemfontein,Freestate,SOUTH AFRICA,true,true,false,false,false,false,true,true,false,false,false,false,false,false,
Streptopelia semitorquata,2003.07.28,Tom's Place,Bloemfontein,Freestate,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Vanellus armatus,2003.07.28,Tom's Place,Bloemfontein,Freestate,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Corvus capensis,2003.07.29,Shell Garage,Colesburg,Northern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Creatophora cinerea,2003.07.29,Around,Colesburg,Northern Cape,SOUTH AFRICA,true,true,false,false,false,false,true,true,false,false,true,false,false,false,
Lanius collaris,2003.07.29,Around,Colesburg,Northern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Melierax canorus,2003.07.29,Around,Colesburg,Northern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,true,false,false,false,false,false,
Spreo bicolor,2003.07.29,Around,Colesburg,Northern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,false,false,false,false,false,false,false,
Megaceryle maximus,2003.07.31,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,true,true,false,false,false,false,false,false,
Ardea cinerea,2003.08.01,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Bostrychia hagedash,2003.08.01,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Ceryle rudis,2003.08.01,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Corvus albus,2003.08.01,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Corvus capensis,2003.08.01,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Cossypha caffra,2003.08.01,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Egretta garzetta,2003.08.01,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Gallinula chloropus,2003.08.01,Around,Plettenberg Bay,Western Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Haematopus moquini,2003.08.01,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Lanius collaris,2003.08.01,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Microcarbo africanus,2003.08.01,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Numenius phaeopus,2003.08.01,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Passer domesticus,2003.08.01,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Passer melanurus,2003.08.01,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Phalacrocorax lucidus,2003.08.01,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Platalea alba,2003.08.01,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Threskiornis aethiopicus,2003.08.01,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Zosterops capensis,2003.08.01,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Afrotis afraoides,2003.08.02,Around,Kroonstad,Freestate,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Offramp
Alopochen aegyptiaca,2003.08.02,Around,Plettenberg Bay,Western Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Anas undulata,2003.08.02,Around,Plettenberg Bay,Western Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Andropadus importunus,2003.08.02,Around,Plettenberg Bay,Western Cape,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Anthobaphes violacea,2003.08.02,Around,Plettenberg Bay,Western Cape,SOUTH AFRICA,true,true,false,false,false,true,false,true,false,false,false,false,false,false,
Buteo rufofuscus,2003.08.02,Around,Plettenberg Bay,Western Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Buteo trizonatus,2003.08.02,Around,Plettenberg Bay,Western Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Cinnyris afer,2003.08.02,Around,Plettenberg Bay,Western Cape,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,false,false,false,false,false,
Columba guinea,2003.08.02,Around,Knysna,Western Cape,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Corvus albicollis,2003.08.02,Around,Plettenberg Bay,Western Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Dryoscopus cubla,2003.08.02,Around,Plettenberg Bay,Western Cape,SOUTH AFRICA,true,true,false,false,false,true,false,true,false,false,false,false,false,false,
Elanus caeruleus,2003.08.02,Around,Plettenberg Bay,Western Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Himantopus himantopus,2003.08.02,Around,Knysna,Western Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Larus dominicanus,2003.08.02,Around,Knysna,Western Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Melierax canorus,2003.08.02,Around,Plettenberg Bay,Western Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Numida meleagris,2003.08.02,Around,Plettenberg Bay,Western Cape,SOUTH AFRICA,true,false,false,true,false,false,false,true,false,false,false,false,false,false,
Onychognathus morio,2003.08.02,Around,Plettenberg Bay,Western Cape,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,false,false,false,false,false,
Oriolus larvatus,2003.08.02,Around,Plettenberg Bay,Western Cape,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Promerops cafer,2003.08.02,Around,Plettenberg Bay,Western Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Recurvirostra avosetta,2003.08.02,Around,Knysna,Western Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Sigelus silens,2003.08.02,Around,Plettenberg Bay,Western Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Streptopelia capicola,2003.08.02,Around,Knysna,Western Cape,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Streptopelia semitorquata,2003.08.02,Around,Knysna,Western Cape,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Streptopelia senegalensis,2003.08.02,Around,Plettenberg Bay,Western Cape,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Upupa africana,2003.08.02,Around,Plettenberg Bay,Western Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Cinnyris talatala,2003.08.10,Mauro - WaterKloof,Pretoria,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,false,false,false,false,false,
Motacilla capensis,2003.08.10,Garden Oudekraal,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,true,true,false,false,false,false,false,false,
Trachyphonus vaillantii,2003.08.10,Mauro - WaterKloof,Pretoria,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Columba arquatrix,2003.08.13,IDC,Sandton,Gauteng,SOUTH AFRICA,false,false,false,true,false,false,false,false,false,false,false,false,false,false,
Lamprotornis nitens,2003.08.17,Garden Oudekraal,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Trachyphonus vaillantii,2003.09.16,IDC,Sandton,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Cypsiurus parvus,2003.09.18,Garden Oudekraal,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Elanus caeruleus,2003.09.20,Garden Oudekraal,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Apalis thoracica,2003.09.21,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Aquila verreauxii,2003.09.21,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,true,true,true,true,false,true,false,false,
Cinnyris afer,2003.09.21,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,false,false,false,false,false,
Corvus albus,2003.09.21,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Corythaixoides concolor,2003.09.21,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Laniarius ferrugineus,2003.09.21,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Oriolus larvatus,2003.09.21,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Ploceus capensis,2003.09.21,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,true,false,false,false,true,false,true,false,true,false,true,false,false,
Ploceus velatus,2003.09.21,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,true,false,false,false,true,false,true,false,true,false,true,false,false,
Prodotiscus regulus,2003.09.21,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,Lifer:
Streptopelia semitorquata,2003.09.21,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Turdus libonyanus,2003.09.21,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Vanellus armatus,2003.09.21,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Vanellus coronatus,2003.09.21,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Vanellus senegallus,2003.09.21,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Zosterops capensis,2003.09.21,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
