sname,date,location,town,province,country,seen,heard,ringed,dead,photo,male,female,adult,immature,breeding,eggs,nonbreeding,nest,chicks,comments
Larus delawarensis,2012.04.07,Chuckles Park,Toronto,Ontario,CANADA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Picoides pubescens,2012.04.07,Chuckles Park,Toronto,Ontario,CANADA,true,true,false,false,false,true,true,true,false,false,false,false,false,false,
Poecile atricapillus,2012.04.07,Chuckles Park,Toronto,Ontario,CANADA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Turdus migratorius,2012.04.07,Around,Toronto,Ontario,CANADA,true,false,false,false,false,true,true,true,true,true,false,false,false,false,
Zenaida macroura,2012.04.07,Around,Toronto,Ontario,CANADA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Anas platyrhynchos,2012.04.09,Chuckles Park,Toronto,Ontario,CANADA,true,false,false,false,false,true,true,true,false,false,false,false,false,false,
Branta canadensis,2012.04.09,Chuckles Park,Toronto,Ontario,CANADA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Buteo jamaicensis,2012.04.09,Chuckles Park,Toronto,Ontario,CANADA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Cardinalis cardinalis,2012.04.09,Chuckles Park,Toronto,Ontario,CANADA,true,true,false,false,false,false,true,true,false,false,false,false,false,false,
Falco peregrinus,2012.04.09,Around,Toronto,Ontario,CANADA,true,true,true,false,false,true,true,true,false,true,false,false,true,false,Female(Quest) on box with Kendal flying around.
Picoides pubescens,2012.04.09,Chuckles Park,Toronto,Ontario,CANADA,true,false,false,false,false,true,true,true,false,false,false,false,false,false,
Poecile atricapillus,2012.04.09,Chuckles Park,Toronto,Ontario,CANADA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Regulus satrapa,2012.04.09,Chuckles Park,Toronto,Ontario,CANADA,true,false,false,false,false,true,false,true,false,false,false,false,false,false,
Turdus migratorius,2012.04.09,Chuckles Park,Toronto,Ontario,CANADA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Agelaius phoeniceus,2012.04.14,Thickson Nature,Whitby,Ontario,CANADA,true,true,false,false,false,true,true,true,false,true,false,false,false,false,
Anas platyrhynchos,2012.04.14,Thickson Nature,Whitby,Ontario,CANADA,true,false,false,false,false,true,true,true,false,false,false,false,false,false,
Anas strepera,2012.04.14,Thickson Nature,Whitby,Ontario,CANADA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Branta canadensis,2012.04.14,Thickson Nature,Whitby,Ontario,CANADA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Bubo virginianus,2012.04.14,Thickson Nature,Whitby,Ontario,CANADA,true,false,false,false,false,false,true,true,false,true,false,false,true,true,Lifer: The mother in the nest with the chick.
Bucephala albeola,2012.04.14,Thickson Nature,Whitby,Ontario,CANADA,true,false,false,false,false,true,true,true,false,false,false,false,false,false,
Cathartes aura,2012.04.14,Around,Whitby,Ontario,CANADA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Catharus guttatus,2012.04.14,Thickson Nature,Whitby,Ontario,CANADA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Lifer: In the woodlands and the grasses.
Colaptes auratus,2012.04.14,Thickson Nature,Whitby,Ontario,CANADA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Columba livia,2012.04.14,Around,Whitby,Ontario,CANADA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Cyanocitta cristata,2012.04.14,Thickson Nature,Whitby,Ontario,CANADA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Junco hyemalis,2012.04.14,Thickson Nature,Whitby,Ontario,CANADA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Larus delawarensis,2012.04.14,Thickson Nature,Whitby,Ontario,CANADA,true,false,false,false,false,false,false,true,true,false,false,false,false,false,
Melospiza melodia,2012.04.14,Thickson Nature,Whitby,Ontario,CANADA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,Lifer: On the walk to the wetlands on the paved road.
Mergus serrator,2012.04.14,Thickson Nature,Whitby,Ontario,CANADA,true,false,false,false,false,true,true,true,false,false,false,false,false,false,
Passerculus sandwichensis,2012.04.14,Thickson Nature,Whitby,Ontario,CANADA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,"Lifer: On the way to the lake, in the small shrubs and trees."
Phalacrocorax auritus,2012.04.14,Thickson Nature,Whitby,Ontario,CANADA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Poecile atricapillus,2012.04.14,Thickson Nature,Whitby,Ontario,CANADA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Quiscalus quiscula,2012.04.14,Thickson Nature,Whitby,Ontario,CANADA,true,true,false,false,false,true,true,true,false,false,false,false,false,false,
Setophaga coronata,2012.04.14,Thickson Nature,Whitby,Ontario,CANADA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Sitta carolinensis,2012.04.14,Thickson Nature,Whitby,Ontario,CANADA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Spizella pusilla,2012.04.14,Thickson Nature,Whitby,Ontario,CANADA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Lifer: In the grasses and shrubs along the walk to the lake.
Tachycineta bicolor,2012.04.14,Thickson Nature,Whitby,Ontario,CANADA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Turdus migratorius,2012.04.14,Thickson Nature,Whitby,Ontario,CANADA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Zenaida macroura,2012.04.14,Thickson Nature,Whitby,Ontario,CANADA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Agelaius phoeniceus,2012.04.17,Thickson Nature,Whitby,Ontario,CANADA,true,true,false,false,false,true,true,true,false,true,false,false,false,false,
Anas platyrhynchos,2012.04.17,Thickson Nature,Whitby,Ontario,CANADA,true,false,false,false,false,true,true,true,false,false,false,false,false,false,
Anas strepera,2012.04.17,Thickson Nature,Whitby,Ontario,CANADA,true,false,false,false,false,true,true,true,false,false,false,false,false,false,
Bubo virginianus,2012.04.17,Thickson Nature,Whitby,Ontario,CANADA,true,false,false,false,false,false,true,true,false,true,false,false,true,true,
Bucephala albeola,2012.04.17,Thickson Nature,Whitby,Ontario,CANADA,true,false,false,false,false,true,true,true,false,false,false,false,false,false,
Cygnus olor,2012.04.17,Thickson Nature,Whitby,Ontario,CANADA,true,false,true,false,false,true,true,true,false,false,false,false,false,false,
Larus argentatus,2012.04.17,Thickson Nature,Whitby,Ontario,CANADA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Larus hyperboreus,2012.04.17,Thickson Nature,Whitby,Ontario,CANADA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,"Lifer: Flying overhead, it is a large gull."
Melospiza melodia,2012.04.17,Thickson Nature,Whitby,Ontario,CANADA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Mergus serrator,2012.04.17,Thickson Nature,Whitby,Ontario,CANADA,true,false,false,false,false,true,true,true,false,false,false,false,false,false,
Passerculus sandwichensis,2012.04.17,Thickson Nature,Whitby,Ontario,CANADA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Poecile atricapillus,2012.04.17,Thickson Nature,Whitby,Ontario,CANADA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
